year_month,source,tech_keyword,industry_keyword,article_count,total_articles_that_month,keyword_pct
2024-07,TechCrunch,,FinTech,10,186,5.4
2024-07,TechCrunch,GenAI,,44,186,23.7
2024-07,TechCrunch,Infrastructure,,2,186,1.1
2024-07,TechCrunch,Semiconductors,,8,186,4.3
2024-07,TechCrunch,LLM,,13,186,7.0
2024-07,TechCrunch,Web3,,4,186,2.2
2024-07,TechCrunch,,BioTech,3,186,1.6
2024-07,TechCrunch,Robotics,,7,186,3.8
2024-07,TechCrunch,AgentAI,,2,186,1.1
2024-07,TechCrunch,,DefenseTech,7,186,3.8
2024-07,TechCrunch,,DigitalHealth,2,186,1.1
2024-07,TechCrunch,,ClimateTech,1,186,0.5
2024-07,TechCrunch,,SpaceTech,1,186,0.5
2024-07,TechCrunch,Cybersecurity,,2,186,1.1
2024-07,TechCrunch,,GameTech,1,186,0.5
2024-07,TechCrunch,ComputerVision,,1,186,0.5
2024-08,HackerNews,LLM,,1,17,5.9
2024-08,TechCrunch,,DigitalHealth,1,177,0.6
2024-08,TechCrunch,PhysicalAI,,2,177,1.1
2024-08,TechCrunch,,ClimateTech,5,177,2.8
2024-08,TechCrunch,GenAI,,50,177,28.2
2024-08,TechCrunch,,BioTech,3,177,1.7
2024-08,TechCrunch,Semiconductors,,7,177,4.0
2024-08,TechCrunch,LLM,,12,177,6.8
2024-08,TechCrunch,Infrastructure,,4,177,2.3
2024-08,TechCrunch,AgentAI,,4,177,2.3
2024-08,TechCrunch,ComputerVision,,1,177,0.6
2024-08,TechCrunch,Web3,,6,177,3.4
2024-08,TechCrunch,,FinTech,2,177,1.1
2024-08,TechCrunch,,DefenseTech,2,177,1.1
2024-08,TechCrunch,Robotics,,5,177,2.8
2024-08,TechCrunch,,HealthTech,4,177,2.3
2024-09,HackerNews,Semiconductors,,3,24,12.5
2024-09,HackerNews,LLM,,2,24,8.3
2024-09,HackerNews,GenAI,,2,24,8.3
2024-09,TechCrunch,AgentAI,,4,163,2.5
2024-09,TechCrunch,Robotics,,5,163,3.1
2024-09,TechCrunch,PhysicalAI,,1,163,0.6
2024-09,TechCrunch,,FinTech,6,163,3.7
2024-09,TechCrunch,Infrastructure,,2,163,1.2
2024-09,TechCrunch,,HealthTech,2,163,1.2
2024-09,TechCrunch,,ClimateTech,3,163,1.8
2024-09,TechCrunch,Web3,,1,163,0.6
2024-09,TechCrunch,GenAI,,33,163,20.2
2024-09,TechCrunch,LLM,,5,163,3.1
2024-09,TechCrunch,Semiconductors,,5,163,3.1
2024-09,TechCrunch,,DefenseTech,3,163,1.8
2024-09,TechCrunch,,PropTech,1,163,0.6
2024-09,TechCrunch,,CreatorEconomy,1,163,0.6
2024-09,TechCrunch,,Ecommerce,1,163,0.6
2024-10,HackerNews,GenAI,,3,23,13.0
2024-10,HackerNews,LLM,,3,23,13.0
2024-10,TechCrunch,GenAI,,34,174,19.5
2024-10,TechCrunch,Infrastructure,,7,174,4.0
2024-10,TechCrunch,AgentAI,,7,174,4.0
2024-10,TechCrunch,Semiconductors,,9,174,5.2
2024-10,TechCrunch,PhysicalAI,,2,174,1.1
2024-10,TechCrunch,,AgriTech,1,174,0.6
2024-10,TechCrunch,LLM,,16,174,9.2
2024-10,TechCrunch,Robotics,,10,174,5.7
2024-10,TechCrunch,,FinTech,7,174,4.0
2024-10,TechCrunch,Cybersecurity,,2,174,1.1
2024-10,TechCrunch,,SpaceTech,1,174,0.6
2024-10,TechCrunch,Web3,,5,174,2.9
2024-10,TechCrunch,,HRTech,1,174,0.6
2024-10,TechCrunch,,ClimateTech,2,174,1.1
2024-10,TechCrunch,,BioTech,3,174,1.7
2024-10,TechCrunch,,DefenseTech,1,174,0.6
2024-10,TechCrunch,,HealthTech,1,174,0.6
2024-11,HackerNews,,ClimateTech,1,22,4.5
2024-11,HackerNews,Web3,,1,22,4.5
2024-11,HackerNews,Cybersecurity,,1,22,4.5
2024-11,HackerNews,Robotics,,1,22,4.5
2024-11,HackerNews,,MobilityTech,1,22,4.5
2024-11,HackerNews,GenAI,,1,22,4.5
2024-11,TechCrunch,GenAI,,35,178,19.7
2024-11,TechCrunch,AgentAI,,4,178,2.2
2024-11,TechCrunch,,FinTech,7,178,3.9
2024-11,TechCrunch,,BioTech,3,178,1.7
2024-11,TechCrunch,QuantumTech,,1,178,0.6
2024-11,TechCrunch,LLM,,15,178,8.4
2024-11,TechCrunch,,HealthTech,4,178,2.2
2024-11,TechCrunch,PhysicalAI,,3,178,1.7
2024-11,TechCrunch,,ClimateTech,3,178,1.7
2024-11,TechCrunch,Robotics,,10,178,5.6
2024-11,TechCrunch,,MobilityTech,1,178,0.6
2024-11,TechCrunch,Semiconductors,,11,178,6.2
2024-11,TechCrunch,,DefenseTech,6,178,3.4
2024-11,TechCrunch,Web3,,2,178,1.1
2024-11,TechCrunch,,Ecommerce,2,178,1.1
2024-12,HackerNews,GenAI,,3,27,11.1
2024-12,HackerNews,LLM,,4,27,14.8
2024-12,TechCrunch,PhysicalAI,,3,245,1.2
2024-12,TechCrunch,,FinTech,3,245,1.2
2024-12,TechCrunch,Semiconductors,,12,245,4.9
2024-12,TechCrunch,,SpaceTech,1,245,0.4
2024-12,TechCrunch,,HealthTech,5,245,2.0
2024-12,TechCrunch,GenAI,,46,245,18.8
2024-12,TechCrunch,Robotics,,9,245,3.7
2024-12,TechCrunch,Infrastructure,,3,245,1.2
2024-12,TechCrunch,,CreatorEconomy,1,245,0.4
2024-12,TechCrunch,,BioTech,4,245,1.6
2024-12,TechCrunch,LLM,,12,245,4.9
2024-12,TechCrunch,,DefenseTech,4,245,1.6
2024-12,TechCrunch,,PropTech,1,245,0.4
2024-12,TechCrunch,,ClimateTech,5,245,2.0
2024-12,TechCrunch,QuantumTech,,2,245,0.8
2024-12,TechCrunch,Cybersecurity,,2,245,0.8
2024-12,TechCrunch,Web3,,4,245,1.6
2024-12,TechCrunch,AgentAI,,8,245,3.3
2024-12,TechCrunch,,GameTech,1,245,0.4
2024-12,TechCrunch,,MobilityTech,2,245,0.8
2025-01,HackerNews,Semiconductors,,2,24,8.3
2025-01,HackerNews,LLM,,1,24,4.2
2025-01,HackerNews,GenAI,,1,24,4.2
2025-01,HackerNews,,DefenseTech,1,24,4.2
2025-01,HackerNews,Web3,,1,24,4.2
2025-01,TechCrunch,Web3,,5,184,2.7
2025-01,TechCrunch,,Ecommerce,2,184,1.1
2025-01,TechCrunch,AgentAI,,3,184,1.6
2025-01,TechCrunch,LLM,,7,184,3.8
2025-01,TechCrunch,,HealthTech,5,184,2.7
2025-01,TechCrunch,,BioTech,2,184,1.1
2025-01,TechCrunch,,ClimateTech,2,184,1.1
2025-01,TechCrunch,GenAI,,22,184,12.0
2025-01,TechCrunch,PhysicalAI,,4,184,2.2
2025-01,TechCrunch,Semiconductors,,17,184,9.2
2025-01,TechCrunch,Robotics,,11,184,6.0
2025-01,TechCrunch,,DigitalHealth,1,184,0.5
2025-01,TechCrunch,,FinTech,4,184,2.2
2025-01,TechCrunch,,DefenseTech,5,184,2.7
2025-01,TechCrunch,,MobilityTech,3,184,1.6
2025-01,TechCrunch,Infrastructure,,4,184,2.2
2025-01,TechCrunch,QuantumTech,,1,184,0.5
2025-01,TechCrunch,,GameTech,1,184,0.5
2025-01,TechCrunch,Cybersecurity,,2,184,1.1
2025-02,HackerNews,GenAI,,4,31,12.9
2025-02,HackerNews,AgentAI,,2,31,6.5
2025-02,HackerNews,Cybersecurity,,1,31,3.2
2025-02,HackerNews,Web3,,2,31,6.5
2025-02,HackerNews,LLM,,2,31,6.5
2025-02,TechCrunch,GenAI,,30,176,17.0
2025-02,TechCrunch,AgentAI,,8,176,4.5
2025-02,TechCrunch,LLM,,16,176,9.1
2025-02,TechCrunch,Semiconductors,,15,176,8.5
2025-02,TechCrunch,Infrastructure,,4,176,2.3
2025-02,TechCrunch,,FinTech,10,176,5.7
2025-02,TechCrunch,,BioTech,5,176,2.8
2025-02,TechCrunch,Cybersecurity,,1,176,0.6
2025-02,TechCrunch,Robotics,,5,176,2.8
2025-02,TechCrunch,PhysicalAI,,1,176,0.6
2025-02,TechCrunch,,SpaceTech,1,176,0.6
2025-02,TechCrunch,,EdTech,1,176,0.6
2025-02,TechCrunch,,DefenseTech,3,176,1.7
2025-02,TechCrunch,QuantumTech,,3,176,1.7
2025-02,TechCrunch,,Ecommerce,1,176,0.6
2025-02,TechCrunch,,HealthTech,1,176,0.6
2025-02,TechCrunch,,DigitalHealth,1,176,0.6
2025-02,TechCrunch,Web3,,1,176,0.6
2025-03,HackerNews,Semiconductors,,1,30,3.3
2025-03,HackerNews,AgentAI,,1,30,3.3
2025-03,HackerNews,GenAI,,1,30,3.3
2025-03,HackerNews,LLM,,1,30,3.3
2025-03,TechCrunch,GenAI,,39,175,22.3
2025-03,TechCrunch,Semiconductors,,18,175,10.3
2025-03,TechCrunch,,FinTech,8,175,4.6
2025-03,TechCrunch,LLM,,18,175,10.3
2025-03,TechCrunch,QuantumTech,,1,175,0.6
2025-03,TechCrunch,,MobilityTech,1,175,0.6
2025-03,TechCrunch,AgentAI,,12,175,6.9
2025-03,TechCrunch,Robotics,,9,175,5.1
2025-03,TechCrunch,Cybersecurity,,1,175,0.6
2025-03,TechCrunch,,ClimateTech,3,175,1.7
2025-03,TechCrunch,,DefenseTech,3,175,1.7
2025-03,TechCrunch,,BioTech,2,175,1.1
2025-03,TechCrunch,Web3,,3,175,1.7
2025-03,TechCrunch,Infrastructure,,3,175,1.7
2025-04,HackerNews,GenAI,,5,36,13.9
2025-04,HackerNews,AgentAI,,2,36,5.6
2025-04,HackerNews,Cybersecurity,,2,36,5.6
2025-04,HackerNews,PhysicalAI,,1,36,2.8
2025-04,HackerNews,,MobilityTech,1,36,2.8
2025-04,TechCrunch,GenAI,,37,168,22.0
2025-04,TechCrunch,Robotics,,5,168,3.0
2025-04,TechCrunch,Infrastructure,,5,168,3.0
2025-04,TechCrunch,,FinTech,5,168,3.0
2025-04,TechCrunch,,MobilityTech,3,168,1.8
2025-04,TechCrunch,Semiconductors,,8,168,4.8
2025-04,TechCrunch,,HRTech,1,168,0.6
2025-04,TechCrunch,Web3,,4,168,2.4
2025-04,TechCrunch,,Ecommerce,1,168,0.6
2025-04,TechCrunch,PhysicalAI,,2,168,1.2
2025-04,TechCrunch,LLM,,5,168,3.0
2025-04,TechCrunch,AgentAI,,11,168,6.5
2025-04,TechCrunch,,DefenseTech,2,168,1.2
2025-04,TechCrunch,,HealthTech,2,168,1.2
2025-04,TechCrunch,,DigitalHealth,1,168,0.6
2025-05,HackerNews,GenAI,,3,30,10.0
2025-05,HackerNews,LLM,,2,30,6.7
2025-05,HackerNews,AgentAI,,2,30,6.7
2025-05,HackerNews,Robotics,,1,30,3.3
2025-05,HackerNews,Semiconductors,,1,30,3.3
2025-05,HackerNews,Infrastructure,,1,30,3.3
2025-05,TechCrunch,,DigitalHealth,1,171,0.6
2025-05,TechCrunch,,FinTech,7,171,4.1
2025-05,TechCrunch,Robotics,,8,171,4.7
2025-05,TechCrunch,GenAI,,29,171,17.0
2025-05,TechCrunch,Web3,,3,171,1.8
2025-05,TechCrunch,,PropTech,1,171,0.6
2025-05,TechCrunch,AgentAI,,9,171,5.3
2025-05,TechCrunch,Semiconductors,,5,171,2.9
2025-05,TechCrunch,,GameTech,1,171,0.6
2025-05,TechCrunch,,DefenseTech,2,171,1.2
2025-05,TechCrunch,,SpaceTech,1,171,0.6
2025-05,TechCrunch,,CreatorEconomy,1,171,0.6
2025-05,TechCrunch,,ClimateTech,1,171,0.6
2025-05,TechCrunch,LLM,,2,171,1.2
2025-05,TechCrunch,,HealthTech,2,171,1.2
2025-05,TechCrunch,Infrastructure,,1,171,0.6
2025-05,TechCrunch,PhysicalAI,,1,171,0.6
2025-05,TechCrunch,,MobilityTech,1,171,0.6
2025-06,HackerNews,GenAI,,6,29,20.7
2025-06,HackerNews,AgentAI,,2,29,6.9
2025-06,HackerNews,Semiconductors,,1,29,3.4
2025-06,HackerNews,LLM,,1,29,3.4
2025-06,TechCrunch,AgentAI,,13,182,7.1
2025-06,TechCrunch,Robotics,,4,182,2.2
2025-06,TechCrunch,LLM,,9,182,4.9
2025-06,TechCrunch,GenAI,,27,182,14.8
2025-06,TechCrunch,,FinTech,6,182,3.3
2025-06,TechCrunch,Semiconductors,,11,182,6.0
2025-06,TechCrunch,,DefenseTech,2,182,1.1
2025-06,TechCrunch,Web3,,4,182,2.2
2025-06,TechCrunch,,HealthTech,1,182,0.5
2025-06,TechCrunch,QuantumTech,,1,182,0.5
2025-06,TechCrunch,,MobilityTech,1,182,0.5
2025-06,TechCrunch,Cybersecurity,,1,182,0.5
2025-07,HackerNews,LLM,,2,41,4.9
2025-07,HackerNews,GenAI,,3,41,7.3
2025-07,HackerNews,AgentAI,,1,41,2.4
2025-07,TechCrunch,AgentAI,,16,190,8.4
2025-07,TechCrunch,,MobilityTech,2,190,1.1
2025-07,TechCrunch,Cybersecurity,,5,190,2.6
2025-07,TechCrunch,GenAI,,27,190,14.2
2025-07,TechCrunch,LLM,,5,190,2.6
2025-07,TechCrunch,Robotics,,9,190,4.7
2025-07,TechCrunch,Semiconductors,,5,190,2.6
2025-07,TechCrunch,QuantumTech,,2,190,1.1
2025-07,TechCrunch,,DefenseTech,4,190,2.1
2025-07,TechCrunch,,FinTech,4,190,2.1
2025-07,TechCrunch,PhysicalAI,,2,190,1.1
2025-07,TechCrunch,,BioTech,1,190,0.5
2025-07,TechCrunch,,SpaceTech,1,190,0.5
2025-07,TechCrunch,Web3,,5,190,2.6
2025-07,TechCrunch,Infrastructure,,2,190,1.1
2025-07,TechCrunch,,HealthTech,1,190,0.5
2025-07,TechCrunch,,Ecommerce,1,190,0.5
2025-08,HackerNews,Cybersecurity,,1,36,2.8
2025-08,HackerNews,GenAI,,4,36,11.1
2025-08,HackerNews,LLM,,2,36,5.6
2025-08,HackerNews,Semiconductors,,2,36,5.6
2025-08,TechCrunch,,FinTech,4,178,2.2
2025-08,TechCrunch,Semiconductors,,20,178,11.2
2025-08,TechCrunch,GenAI,,34,178,19.1
2025-08,TechCrunch,Robotics,,9,178,5.1
2025-08,TechCrunch,AgentAI,,22,178,12.4
2025-08,TechCrunch,LLM,,9,178,5.1
2025-08,TechCrunch,,HealthTech,3,178,1.7
2025-08,TechCrunch,PhysicalAI,,4,178,2.2
2025-08,TechCrunch,,DefenseTech,3,178,1.7
2025-08,TechCrunch,QuantumTech,,1,178,0.6
2025-08,TechCrunch,,GameTech,1,178,0.6
2025-08,TechCrunch,Infrastructure,,4,178,2.2
2025-08,TechCrunch,Web3,,2,178,1.1
2025-08,TechCrunch,,SpaceTech,1,178,0.6
2025-08,TechCrunch,,MobilityTech,2,178,1.1
2025-08,TechCrunch,Cybersecurity,,1,178,0.6
2025-09,HackerNews,Semiconductors,,2,36,5.6
2025-09,HackerNews,GenAI,,3,36,8.3
2025-09,HackerNews,LLM,,4,36,11.1
2025-09,HackerNews,,DefenseTech,1,36,2.8
2025-09,HackerNews,AgentAI,,3,36,8.3
2025-09,HackerNews,Robotics,,1,36,2.8
2025-09,HackerNews,Web3,,1,36,2.8
2025-09,HackerNews,,FinTech,1,36,2.8
2025-09,TechCrunch,AgentAI,,15,192,7.8
2025-09,TechCrunch,LLM,,16,192,8.3
2025-09,TechCrunch,Robotics,,12,192,6.2
2025-09,TechCrunch,Semiconductors,,14,192,7.3
2025-09,TechCrunch,GenAI,,30,192,15.6
2025-09,TechCrunch,,ClimateTech,3,192,1.6
2025-09,TechCrunch,,SpaceTech,2,192,1.0
2025-09,TechCrunch,Cybersecurity,,3,192,1.6
2025-09,TechCrunch,,DefenseTech,6,192,3.1
2025-09,TechCrunch,PhysicalAI,,4,192,2.1
2025-09,TechCrunch,QuantumTech,,2,192,1.0
2025-09,TechCrunch,Web3,,3,192,1.6
2025-09,TechCrunch,,HealthTech,1,192,0.5
2025-09,TechCrunch,,FinTech,5,192,2.6
2025-09,TechCrunch,Infrastructure,,2,192,1.0
2025-09,TechCrunch,,MobilityTech,1,192,0.5
2025-10,HackerNews,,SpaceTech,1,24,4.2
2025-10,HackerNews,Semiconductors,,3,24,12.5
2025-10,HackerNews,GenAI,,1,24,4.2
2025-10,TechCrunch,AgentAI,,17,200,8.5
2025-10,TechCrunch,Robotics,,10,200,5.0
2025-10,TechCrunch,Semiconductors,,15,200,7.5
2025-10,TechCrunch,PhysicalAI,,4,200,2.0
2025-10,TechCrunch,,HealthTech,3,200,1.5
2025-10,TechCrunch,QuantumTech,,2,200,1.0
2025-10,TechCrunch,,FinTech,8,200,4.0
2025-10,TechCrunch,GenAI,,29,200,14.5
2025-10,TechCrunch,,MobilityTech,2,200,1.0
2025-10,TechCrunch,LLM,,12,200,6.0
2025-10,TechCrunch,Infrastructure,,6,200,3.0
2025-10,TechCrunch,Web3,,7,200,3.5
2025-10,TechCrunch,,Ecommerce,2,200,1.0
2025-10,TechCrunch,Cybersecurity,,2,200,1.0
2025-10,TechCrunch,,MedTech,1,200,0.5
2025-10,TechCrunch,,DefenseTech,2,200,1.0
2025-10,TechCrunch,,SpaceTech,2,200,1.0
2025-11,HackerNews,Semiconductors,,3,28,10.7
2025-11,HackerNews,LLM,,1,28,3.6
2025-11,HackerNews,GenAI,,2,28,7.1
2025-11,HackerNews,,ClimateTech,1,28,3.6
2025-11,HackerNews,Web3,,1,28,3.6
2025-11,TechCrunch,,AgriTech,1,182,0.5
2025-11,TechCrunch,,FinTech,6,182,3.3
2025-11,TechCrunch,GenAI,,23,182,12.6
2025-11,TechCrunch,AgentAI,,15,182,8.2
2025-11,TechCrunch,Semiconductors,,22,182,12.1
2025-11,TechCrunch,Robotics,,11,182,6.0
2025-11,TechCrunch,LLM,,7,182,3.8
2025-11,TechCrunch,PhysicalAI,,3,182,1.6
2025-11,TechCrunch,,MobilityTech,2,182,1.1
2025-11,TechCrunch,,HealthTech,1,182,0.5
2025-11,TechCrunch,QuantumTech,,3,182,1.6
2025-11,TechCrunch,,GameTech,1,182,0.5
2025-11,TechCrunch,,ClimateTech,3,182,1.6
2025-11,TechCrunch,,DefenseTech,1,182,0.5
2025-11,TechCrunch,Cybersecurity,,1,182,0.5
2025-11,TechCrunch,,BioTech,2,182,1.1
2025-11,TechCrunch,Web3,,4,182,2.2
2025-11,TechCrunch,Infrastructure,,5,182,2.7
2025-11,TechCrunch,,Ecommerce,1,182,0.5
2025-12,HackerNews,Semiconductors,,1,24,4.2
2025-12,HackerNews,GenAI,,1,24,4.2
2025-12,HackerNews,Cybersecurity,,1,24,4.2
2025-12,TechCrunch,AgentAI,,18,167,10.8
2025-12,TechCrunch,Robotics,,11,167,6.6
2025-12,TechCrunch,Semiconductors,,18,167,10.8
2025-12,TechCrunch,GenAI,,26,167,15.6
2025-12,TechCrunch,,SpaceTech,1,167,0.6
2025-12,TechCrunch,,ClimateTech,3,167,1.8
2025-12,TechCrunch,,FinTech,3,167,1.8
2025-12,TechCrunch,,DefenseTech,3,167,1.8
2025-12,TechCrunch,LLM,,11,167,6.6
2025-12,TechCrunch,,HealthTech,3,167,1.8
2025-12,TechCrunch,Web3,,3,167,1.8
2025-12,TechCrunch,Cybersecurity,,2,167,1.2
2025-12,TechCrunch,,Enterprise,2,167,1.2
2025-12,TechCrunch,,MobilityTech,1,167,0.6
2025-12,TechCrunch,QuantumTech,,2,167,1.2
2025-12,TechCrunch,Infrastructure,,7,167,4.2
2025-12,TechCrunch,,Ecommerce,1,167,0.6
2026-01,TechCrunch,GenAI,,6,38,15.8
2026-01,TechCrunch,LLM,,4,38,10.5
2026-01,TechCrunch,Robotics,,4,38,10.5
2026-01,TechCrunch,AgentAI,,1,38,2.6
2026-01,TechCrunch,,HealthTech,2,38,5.3
2026-01,TechCrunch,Semiconductors,,1,38,2.6
2026-01,TechCrunch,,DefenseTech,3,38,7.9
2026-01,TechCrunch,Web3,,1,38,2.6
2026-01,TechCrunch,,Ecommerce,1,38,2.6
2026-02,TechCrunch,LLM,,6,128,4.7
2026-02,TechCrunch,Robotics,,3,128,2.3
2026-02,TechCrunch,Semiconductors,,13,128,10.2
2026-02,TechCrunch,,DefenseTech,3,128,2.3
2026-02,TechCrunch,PhysicalAI,,1,128,0.8
2026-02,TechCrunch,GenAI,,11,128,8.6
2026-02,TechCrunch,AgentAI,,13,128,10.2
2026-02,TechCrunch,Web3,,3,128,2.3
2026-02,TechCrunch,QuantumTech,,2,128,1.6
2026-02,TechCrunch,Infrastructure,,1,128,0.8
2026-02,TechCrunch,,Ecommerce,2,128,1.6
2026-02,TechCrunch,,HealthTech,1,128,0.8
2026-02,TechCrunch,,FinTech,3,128,2.3
2026-02,TechCrunch,,ClimateTech,1,128,0.8
2026-03,HackerNews,Robotics,,2,43,4.7
2026-03,HackerNews,AgentAI,,4,43,9.3
2026-03,HackerNews,Web3,,5,43,11.6
2026-03,HackerNews,GenAI,,7,43,16.3
2026-03,HackerNews,LLM,,4,43,9.3
2026-03,HackerNews,Semiconductors,,6,43,14.0
2026-03,TechCrunch,PhysicalAI,,4,175,2.3
2026-03,TechCrunch,,MobilityTech,3,175,1.7
2026-03,TechCrunch,Robotics,,13,175,7.4
2026-03,TechCrunch,GenAI,,26,175,14.9
2026-03,TechCrunch,AgentAI,,21,175,12.0
2026-03,TechCrunch,Infrastructure,,2,175,1.1
2026-03,TechCrunch,LLM,,5,175,2.9
2026-03,TechCrunch,,HealthTech,5,175,2.9
2026-03,TechCrunch,,BioTech,1,175,0.6
2026-03,TechCrunch,,MedTech,2,175,1.1
2026-03,TechCrunch,Semiconductors,,6,175,3.4
2026-03,TechCrunch,Web3,,5,175,2.9
2026-03,TechCrunch,,SpaceTech,3,175,1.7
2026-03,TechCrunch,,DefenseTech,3,175,1.7
2026-03,TechCrunch,,DigitalHealth,1,175,0.6
2026-03,TechCrunch,,Enterprise,1,175,0.6
2026-03,TechCrunch,,FinTech,1,175,0.6
2026-03,TechCrunch,,CreatorEconomy,1,175,0.6
